Key_ID,Num_Key_ID,AttributeID,Num_AttributeID,Entity_ID,Num_Entity_ID,Key_Name,Entity_Name,Attribute_Name
69FA357C-1D53-60A8-3101-7EB5FB50C74C,125,F9C03731-E645-073C-FF80-168D3711D09F,110,200B7B82-C4A8-CC82-439E-14ACCEC1B411,102,"Category PK","Category","id",
D09C4B2A-8134-139B-AF7E-B56D1A582440,126,1775B27B-BB6B-C0E8-BD2F-850C839F25F0,109,C30E57EE-E986-D2B9-F900-C96ACCFE4E8E,103,"Todo PK","Todo","id",
13903639-3806-D717-135C-EFE5473D639E,127,F808B80B-161E-9DF1-1B33-89DF79A58B35,111,EDBADE89-F192-7DA8-F7C4-B635D59164F9,104,"User PK","User","id",
29CB2766-DFA2-7A94-C36C-FC08A0866E4D,128,D241EA82-31E1-65BF-8C74-369DC8F32530,122,80A6262D-BDB8-B88A-41BF-A96A998FAD1C,105,"UserLogin PK","UserLogin","id",
129037A1-802F-5D89-C3CF-3B11E0743ECE,129,8A763C34-8F34-3FCD-39BC-52CA18966882,114,200B7B82-C4A8-CC82-439E-14ACCEC1B411,102,"Name_UK","Category","Name",
